"Code","Region","Remove","Community","Full_Name","Country","Long","Lat","BioregionName","SubRealm","num_nodes","EVI_mean","bin.AG.class","EVI_std","Frag_std"
"NYK","Subequatorial Savannas & Woodlands",0,"Nyika","Nyika National Park","Malawi",33.85,-10.57,"Greater African Subequatorial Savannas & Mixed Woodlands","SubEquatorialAfrotropics",53,3141.52655889146,99.8249644459031,147.586361183802,0
"NYU","Victoria Basin & Albertine Rift Forests",0,"Nyungwe","Nyungwe National Park","Rwanda",29.29,-2.53,"Victoria Basin & Albertine Rift Forests","EquatorialAfrotropics",63,3334.23325635104,99.8233215547703,101.409068393858,0
"ODZ","Congolian Forests",0,"Odzala Kokoua","Odzala Kokoua National Park","Congo",14.92,0.98,"North Congolian Lowland Forests","EquatorialAfrotropics",62,4494.16397228637,99.8233995584989,56.3897188723051,0
"OKA","Subequatorial Savannas & Woodlands",0,"Okavango Delta","Okavango Delta World Heritage Site","Botswana",23.04,-19.23,"Greater African Subequatorial Savannas & Mixed Woodlands","SubEquatorialAfrotropics",59,2384.39260969977,99.8180261186042,114.038259292981,0.013032761390081
"OMO","Sudanian Savanna",0,"Omo","Omo National Park","Ethiopia",35.76,5.92,"West Sudanian Savanna","SubSaharanAfrotropics",59,2903.54965357968,98.5034319792956,162.114004523511,2.34508665462463
"PFR","Sudanian Savanna",0,"Pama","Pama Faunal Reserve","Burkina Faso",0.77,11.44,"West Sudanian Savanna","SubSaharanAfrotropics",46,2358.53579676674,98.8072678631145,88.8933728885412,1.67897831588025
"PWN","Sudanian Savanna",0,"Parc W Niger","Parc W Niger National Park","Niger",2.41,12.31,"West Sudanian Savanna","SubSaharanAfrotropics",49,2786.61662817552,97.5312855517634,111.931258897846,1.77391674785361
"QNP","Subequatorial Savannas & Woodlands",0,"Quiçãma","Quiçãma National Park","Angola",13.62,-9.75,"Greater African Subequatorial Savannas & Mixed Woodlands","SubEquatorialAfrotropics",48,2740.81524249423,99.8246575342466,108.88359284857,0.23052361097066
"RUA","Subequatorial Savannas & Woodlands",0,"Ruaha","Ruaha National Park","Tanzania",34.57,-7.65,"Greater African Subequatorial Savannas & Mixed Woodlands","SubEquatorialAfrotropics",69,2833.36258660508,99.8133509003074,162.833326444023,0.144538154755265
"RUS","Victoria Basin & Albertine Rift Forests",0,"Rusizi","Rusizi National Park","Burundi",29.26,-3.26,"Victoria Basin & Albertine Rift Forests","EquatorialAfrotropics",52,3309.02771362587,92.5321199143469,159.683060554922,3.08215652378263
"RUV","Victoria Basin & Albertine Rift Forests",0,"Ruvubu","Ruvubu National Park","Burundi",30.37,-3.13,"Victoria Basin & Albertine Rift Forests","EquatorialAfrotropics",46,3881.50346420323,96.0110870089178,159.319125161621,0.697388450743514
"RWEN","Victoria Basin & Albertine Rift Forests",0,"Rwenzori Mountains","Rwenzori Mountains National Park","Uganda",29.98,0.39,"Victoria Basin & Albertine Rift Forests","EquatorialAfrotropics",75,1642.6766743649,99.8234774933804,366.416338102696,0.0167082680821748
"SALO","Congolian Forests",0,"Salonga","Salonga National Park","Democratic Republic of the Congo",20.94,-2.49,"Central Congolian Tropical Forests","EquatorialAfrotropics",50,4664.48498845266,99.8232044198895,24.7609702913782,0
"SAM","Lake Turkana",0,"Samburu","Samburu National Reserve","Kenya",37.54,0.61,"Lake Turkana-Sudd Grasslands, Bushlands & Forests","HornOfAfrica",62,1771.25635103926,99.7569060773481,134.015555836359,0
"SELO","Subequatorial Savannas & Woodlands",0,"Selous","Selous Game Reserve","Tanzania",37.46,-8.84,"Greater African Subequatorial Savannas & Mixed Woodlands","SubEquatorialAfrotropics",72,3472.73672055427,99.8354721948009,58.3065939057763,0.157368365465407
"SIM","Sudanian Savanna",0,"Siniaka Minia","Siniaka Minia Faunal Reserve","Chad",18.2,10.44,"West Sudanian Savanna","SubSaharanAfrotropics",41,2814.3025404157,91.1274645931686,120.589400380942,1.75096233871853
