"Code","Region","Remove","Community","Full_Name","Country","Long","Lat","BioregionName","SubRealm","num_nodes","EVI_mean","bin.AG.class","EVI_std","Frag_std"
"SING","Sudanian Savanna",0,"Singou","Singou Faunal Reserve","Burkina Faso",0.96,11.68,"West Sudanian Savanna","SubSaharanAfrotropics",46,2524.31408775982,99.3740390951021,59.9442301190274,4.13740564029736
"SMNP","Lake Turkana",0,"Simien Mountains","Simien Mountains National Park","Ethiopia",38.18,13.16,"Lake Turkana-Sudd Grasslands, Bushlands & Forests","HornOfAfrica",30,2501.28868360277,93.2058823529412,205.924272456329,0.70664011604741
"SNP","Subequatorial Savannas & Woodlands",0,"Serengeti","Serengeti National Park","Tanzania",34.78,-2.33,"Greater African Subequatorial Savannas & Mixed Woodlands","SubEquatorialAfrotropics",73,2777.15242494226,99.7906105355962,89.2161021105017,0.520904170074779
"TAM","Sudanian Savanna",0,"Tamou","Reserve totale de faune de Tamou","Niger",2.3,12.6,"West Sudanian Savanna","SubSaharanAfrotropics",46,2398.15935334873,93.5501281878289,95.9329452629356,1.80951628561473
"TAR","Subequatorial Savannas & Woodlands",0,"Tarangire","Tarangire National Park","Tanzania",36.1,-4.15,"Greater African Subequatorial Savannas & Mixed Woodlands","SubEquatorialAfrotropics",71,2453.64896073903,99.7901480008836,91.0763480177069,3.4437817794799
"TSA","Lake Turkana",0,"Tsavo","Tsavo National Park","Kenya",38.77,-2.78,"Lake Turkana-Sudd Grasslands, Bushlands & Forests","HornOfAfrica",64,1978.03464203233,99.8232825270599,58.9039299793566,0
"TSO","Congolian Forests",0,"Tsoulou","Tsoulou Faunal Reserve","Congo",12.5,-3.58,"South Congolian Forest-Savannas & Coastal Scarp","EquatorialAfrotropics",49,2797.24480369515,99.0421029182446,113.962831165337,0.0560865918283899
"VMW","Subequatorial Savannas & Woodlands",0,"Vwaza Marsh","Vwaza Marsh Wildlife Reserve","Malawi",33.45,-11.01,"Greater African Subequatorial Savannas & Mixed Woodlands","SubEquatorialAfrotropics",62,2982.39953810624,99.3595406360424,117.298199005768,0.032900878596294
"VOL","Victoria Basin & Albertine Rift Forests",0,"Volcans","Volcans National Park","Rwanda",29.52,-1.48,"Victoria Basin & Albertine Rift Forests","EquatorialAfrotropics",80,3063.81986143187,99.1040430059357,272.572260813019,0.373154790197353
"WBP","Southern Drylands",0,"Waterberg Plateau","Waterberg Plateau National Park","Namibia",17.29,-20.4,"Greater Karoo & Kalahari Drylands","SouthernAfroTropics",46,2147.39491916859,99.8295151838039,106.52237169605,0
"WLNP","Subequatorial Savannas & Woodlands",0,"West Lunga","West Lunga National Park","Zambia",24.78,-12.81,"Greater African Subequatorial Savannas & Mixed Woodlands","SubEquatorialAfrotropics",56,4005.83140877598,99.8149156232989,106.038266896788,0
"WNP","Sudanian Savanna",0,"W","W National Park","Burkina Faso",2.16,11.9,"West Sudanian Savanna","SubSaharanAfrotropics",50,2779.93995381062,96.3382234030265,75.4029233892694,4.06119688579795
"ZAK","Sudanian Savanna",0,"Zakouma","Zakouma National Park","Chad",19.67,10.82,"West Sudanian Savanna","SubSaharanAfrotropics",45,2445.64203233256,96.5500603136309,152.796014054111,3.84650776289729
"ZIN","Subequatorial Savannas & Woodlands",0,"Zinave","Zinave National Park","Mozambique",33.56,-21.61,"Greater African Subequatorial Savannas & Mixed Woodlands","SubEquatorialAfrotropics",58,3118.15473441109,99.7875278869648,161.937335028853,0
